Hours working per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,Extra-courses did,certifications,workshops,talenttests taken?,olympiads,reading and writing skills,memory capability score,Interested subjects,interested career area,Job/Higher Studies?,Type of company want to settle in?,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Salary Range Expected,In a Realtionship?,Gentle or Tuff behaviour?,Management or Technical,Salary/work,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
10,7,5,1,3,yes,yes,yes,distro making,web technologies,yes,yes,excellent,excellent,cloud computing,developer,job,Testing and Maintainance Services,yes,yes,Fantasy,Work,yes,stubborn,Management,work,hard worker,yes,no,Computer Science
5,1,2,5,9,no,no,yes,shell programming,game development,no,no,medium,excellent,parallel computing,cloud computing,job,Service Based,yes,yes,Action and Adventure,Work,no,stubborn,Technical,salary,smart worker,no,yes,Computer Science
11,7,1,4,5,no,no,no,information security,testing,yes,yes,medium,excellent,IOT,developer,job,BPA,yes,no,Romance,Work,no,gentle,Technical,work,hard worker,yes,yes,Analytics
8,7,3,3,9,no,yes,yes,full stack,game development,yes,yes,excellent,poor,Computer Scienceing,testing,higherstudies,Cloud Services,no,yes,Health,salary,yes,gentle,Management,work,hard worker,no,yes,Information Technology
6,1,5,8,3,yes,no,no,machine learning,game development,no,no,poor,excellent,data engineering,system developer,higherstudies,Web Services,no,no,Satire,Work,no,gentle,Management,salary,hard worker,yes,yes,Management
11,1,3,1,7,yes,no,no,app development,testing,yes,no,excellent,poor,Computer Scienceing,system developer,job,SAaS services,yes,no,Action and Adventure,Work,no,stubborn,Technical,work,smart worker,no,yes,Computer Science
7,1,0,7,1,no,yes,yes,distro making,testing,no,no,poor,poor,data engineering,cloud computing,job,Cloud Services,no,no,Self help,Work,no,gentle,Technical,salary,smart worker,no,no,Networking
6,2,5,7,5,no,yes,no,shell programming,hacking,no,yes,excellent,excellent,Management,security,higherstudies,Finance,no,no,Science,salary,yes,gentle,Management,work,smart worker,no,yes,Analytics
12,3,5,3,7,yes,no,no,python,cloud computing,no,yes,excellent,medium,cloud computing,testing,job,SAaS services,no,yes,Action and Adventure,salary,no,gentle,Technical,work,smart worker,no,no,Computer Science
5,4,1,9,9,yes,no,no,information security,data science,yes,no,excellent,excellent,data engineering,security,job,Finance,no,no,Guide,Work,yes,gentle,Management,salary,hard worker,yes,no,Information Technology
9,3,6,5,8,yes,yes,yes,distro making,cloud computing,yes,no,poor,poor,parallel computing,security,job,BPA,no,yes,Guide,Work,yes,gentle,Management,work,smart worker,no,yes,Computer Science
6,6,2,3,8,yes,no,yes,hadoop,web technologies,yes,yes,excellent,excellent,hacking,Business process analyst,job,Service Based,yes,no,Series,salary,no,stubborn,Management,salary,smart worker,no,yes,Analytics
12,3,1,3,4,yes,yes,no,python,data science,yes,no,poor,excellent,networks,testing,job,BPA,yes,no,Guide,salary,no,gentle,Technical,salary,smart worker,yes,no,Analytics
7,4,5,5,5,no,no,yes,hadoop,data science,no,no,poor,poor,hacking,Business process analyst,higherstudies,Web Services,no,no,Guide,Work,yes,stubborn,Management,work,smart worker,yes,yes,Database
8,9,5,7,9,yes,yes,yes,python,database security,yes,no,excellent,poor,cloud computing,Business process analyst,higherstudies,Web Services,no,no,Science fiction,salary,yes,gentle,Technical,work,hard worker,no,yes,Networking
7,4,6,2,6,yes,yes,yes,information security,data science,no,yes,poor,medium,networks,testing,job,Finance,yes,yes,Series,salary,yes,gentle,Management,work,smart worker,yes,no,Computer Science
4,1,1,1,7,yes,yes,no,distro making,cloud computing,no,no,poor,excellent,Computer Scienceing,cloud computing,job,Web Services,yes,yes,Travel,salary,yes,stubborn,Technical,work,smart worker,yes,no,Management
8,3,2,3,6,yes,yes,no,full stack,testing,yes,no,poor,excellent,data engineering,security,job,Finance,no,no,Self help,Work,yes,gentle,Management,work,hard worker,yes,no,Database
7,8,6,5,2,yes,yes,yes,distro making,testing,yes,no,poor,poor,cloud computing,Business process analyst,job,Cloud Services,no,yes,Art,Work,yes,stubborn,Technical,salary,hard worker,yes,yes,Database
10,1,5,9,5,yes,no,no,r programming,cloud computing,yes,no,excellent,excellent,IOT,developer,higherstudies,Sales and Marketing,no,no,Action and Adventure,salary,no,gentle,Technical,work,smart worker,yes,yes,Networking
8,4,2,6,2,yes,no,yes,distro making,game development,no,no,medium,excellent,parallel computing,cloud computing,higherstudies,product development,yes,no,Art,salary,no,stubborn,Management,work,hard worker,yes,no,Information Technology
5,3,5,2,3,no,yes,yes,shell programming,cloud computing,yes,yes,excellent,medium,parallel computing,Business process analyst,higherstudies,Web Services,yes,yes,Action and Adventure,Work,yes,stubborn,Management,salary,smart worker,no,yes,Information Technology
4,5,2,4,4,no,yes,yes,python,hacking,no,no,excellent,excellent,Management,system developer,higherstudies,BPA,no,yes,Drama,salary,yes,gentle,Technical,work,smart worker,yes,no,Analytics
7,6,2,7,7,yes,yes,yes,python,hacking,yes,yes,excellent,poor,data engineering,system developer,higherstudies,SAaS services,no,no,Horror,salary,no,stubborn,Management,work,hard worker,yes,no,Information Technology
7,9,3,8,5,yes,no,no,hadoop,web technologies,no,yes,medium,poor,parallel computing,system developer,job,SAaS services,yes,no,Comics,Work,yes,stubborn,Technical,work,hard worker,yes,yes,Networking
6,9,2,6,6,no,no,no,full stack,hacking,yes,no,medium,excellent,data engineering,Business process analyst,higherstudies,Sales and Marketing,no,yes,Prayer books,salary,yes,gentle,Technical,salary,smart worker,yes,no,Management
11,8,0,8,3,no,no,no,information security,database security,yes,no,medium,poor,Computer Architecture,Business process analyst,job,BPA,yes,yes,Diaries,salary,yes,gentle,Management,work,hard worker,yes,yes,Database
7,8,5,1,7,no,no,no,r programming,cloud computing,no,no,poor,poor,Management,security,higherstudies,product development,no,yes,Guide,salary,no,stubborn,Technical,work,hard worker,no,yes,Information Technology
6,9,4,3,6,yes,yes,yes,hadoop,web technologies,no,yes,excellent,medium,Management,Business process analyst,job,Web Services,no,no,Drama,salary,no,stubborn,Management,work,smart worker,no,no,Computer Science
11,8,0,4,7,yes,no,yes,r programming,data science,no,no,medium,medium,IOT,security,job,Web Services,yes,no,Biographies,salary,no,stubborn,Technical,salary,smart worker,no,no,Computer Science
5,6,6,9,8,no,no,yes,information security,database security,yes,yes,excellent,medium,Management,testing,job,Testing and Maintainance Services,no,no,Cookbooks,Work,no,stubborn,Management,salary,hard worker,yes,no,Management
7,4,2,3,2,no,no,no,python,data science,no,no,excellent,poor,networks,developer,higherstudies,BPA,yes,no,Poetry,Work,no,gentle,Technical,work,hard worker,yes,yes,Management
6,8,6,7,8,yes,no,no,hadoop,cloud computing,yes,no,poor,excellent,cloud computing,cloud computing,job,Testing and Maintainance Services,yes,no,Self help,Work,yes,gentle,Technical,salary,smart worker,no,no,Computer Science
6,5,6,9,4,no,no,no,python,hacking,no,no,excellent,excellent,networks,system developer,higherstudies,product development,yes,no,Horror,Work,no,stubborn,Management,work,hard worker,no,yes,Computer Science
7,2,1,1,5,no,yes,no,r programming,hacking,yes,yes,excellent,poor,Computer Scienceing,cloud computing,job,Testing and Maintainance Services,yes,yes,Trilogy,Work,no,stubborn,Technical,work,hard worker,no,no,Networking
12,4,5,9,3,yes,yes,no,distro making,cloud computing,yes,yes,excellent,poor,Management,security,job,SAaS services,no,yes,Math,Work,yes,stubborn,Management,salary,smart worker,no,no,Networking
6,8,3,4,7,no,yes,no,full stack,data science,no,no,poor,poor,hacking,cloud computing,job,Sales and Marketing,yes,no,Self help,salary,yes,gentle,Management,salary,smart worker,no,yes,Computer Science
4,5,6,7,5,yes,yes,no,python,testing,yes,yes,poor,poor,data engineering,developer,job,Testing and Maintainance Services,yes,no,Science,Work,yes,stubborn,Management,salary,hard worker,yes,yes,Computer Science
12,6,5,3,7,no,no,no,full stack,testing,yes,yes,medium,excellent,Computer Architecture,system developer,higherstudies,Sales and Marketing,yes,yes,Encyclopedias,Work,no,stubborn,Management,salary,smart worker,yes,yes,Database
9,3,5,1,2,no,yes,no,machine learning,system designing,yes,no,poor,excellent,data engineering,system developer,higherstudies,Cloud Services,no,no,Guide,salary,no,gentle,Management,work,hard worker,yes,yes,Computer Science
10,4,0,3,5,yes,yes,yes,information security,database security,no,no,excellent,poor,hacking,developer,job,SAaS services,no,yes,Guide,Work,yes,stubborn,Management,work,hard worker,no,yes,Computer Science
10,7,5,3,2,yes,yes,no,app development,cloud computing,no,yes,poor,poor,IOT,system developer,higherstudies,Product based,no,no,Series,Work,no,gentle,Technical,salary,hard worker,yes,yes,Computer Science
8,3,5,9,4,yes,no,yes,hadoop,hacking,yes,yes,medium,medium,parallel computing,security,job,Cloud Services,yes,yes,Math,salary,no,gentle,Management,work,hard worker,yes,no,Analytics
6,3,1,9,6,no,yes,yes,full stack,cloud computing,no,no,excellent,medium,data engineering,system developer,higherstudies,Product based,no,yes,Childrens,Work,yes,gentle,Technical,salary,hard worker,yes,no,Management
10,2,3,6,2,yes,yes,no,distro making,system designing,no,yes,poor,medium,networks,Business process analyst,job,SAaS services,no,yes,Religion-Spirituality,Work,yes,gentle,Management,salary,hard worker,no,no,Database
8,7,1,5,5,no,no,yes,python,game development,yes,no,excellent,excellent,Computer Architecture,system developer,higherstudies,Product based,no,yes,History,Work,yes,stubborn,Technical,work,smart worker,no,yes,Management
4,3,3,6,3,yes,yes,yes,shell programming,data science,yes,no,poor,poor,data engineering,developer,higherstudies,Finance,yes,yes,Science fiction,salary,yes,stubborn,Management,work,hard worker,no,no,Computer Science
4,7,2,5,1,no,yes,no,information security,data science,no,no,medium,excellent,networks,testing,job,product development,yes,no,Anthology,Work,no,gentle,Management,salary,hard worker,yes,no,Management
12,8,4,6,1,yes,no,yes,machine learning,game development,no,no,medium,medium,Computer Architecture,security,higherstudies,Testing and Maintainance Services,yes,no,Health,salary,yes,stubborn,Technical,salary,hard worker,yes,no,Computer Science
10,9,3,9,9,no,yes,no,full stack,web technologies,yes,no,poor,excellent,hacking,cloud computing,higherstudies,Product based,no,no,Drama,salary,no,stubborn,Management,salary,hard worker,yes,no,Computer Science
5,3,1,4,4,no,yes,no,hadoop,web technologies,yes,no,excellent,excellent,hacking,Business process analyst,job,Web Services,yes,yes,Horror,Work,yes,stubborn,Technical,salary,smart worker,yes,no,Analytics
10,7,4,9,3,no,yes,yes,r programming,cloud computing,no,yes,excellent,excellent,parallel computing,Business process analyst,higherstudies,Testing and Maintainance Services,yes,no,Prayer books,Work,no,stubborn,Technical,salary,hard worker,no,no,Design
4,4,6,8,8,no,no,yes,information security,cloud computing,yes,no,excellent,medium,Computer Architecture,security,job,Finance,no,no,Health,Work,no,gentle,Technical,work,hard worker,yes,yes,Management
7,1,6,1,9,yes,no,no,information security,testing,no,yes,excellent,excellent,hacking,testing,job,Finance,no,no,Horror,Work,no,stubborn,Management,salary,hard worker,no,no,Analytics
10,9,2,7,1,no,yes,no,app development,system designing,yes,yes,medium,medium,Management,security,higherstudies,product development,yes,no,Guide,Work,no,gentle,Technical,salary,smart worker,no,yes,Design
11,3,1,6,8,yes,no,yes,information security,cloud computing,no,yes,medium,poor,Computer Architecture,system developer,higherstudies,Product based,yes,yes,Horror,Work,no,stubborn,Management,work,smart worker,no,yes,Information Technology
10,3,4,1,3,no,yes,no,r programming,cloud computing,no,no,poor,medium,Management,cloud computing,higherstudies,Product based,no,yes,Science,Work,no,stubborn,Management,work,hard worker,no,yes,Computer Science
10,7,2,1,1,yes,no,no,hadoop,hacking,no,no,excellent,poor,programming,developer,job,product development,no,yes,Fantasy,salary,no,stubborn,Technical,work,hard worker,yes,yes,Computer Science
5,7,4,5,8,yes,yes,yes,app development,system designing,yes,yes,medium,excellent,networks,security,job,Testing and Maintainance Services,yes,yes,Encyclopedias,Work,yes,gentle,Management,work,smart worker,yes,yes,Database
11,9,3,5,1,no,no,yes,shell programming,testing,yes,no,medium,medium,programming,testing,job,Cloud Services,yes,yes,Encyclopedias,Work,yes,gentle,Management,work,hard worker,no,no,Design
12,5,0,8,5,no,no,yes,machine learning,database security,no,no,medium,excellent,programming,system developer,higherstudies,BPA,no,no,Health,Work,yes,gentle,Management,work,smart worker,no,yes,Information Technology
9,6,5,4,9,no,yes,yes,full stack,web technologies,no,yes,excellent,medium,parallel computing,cloud computing,job,Cloud Services,yes,no,Autobiographies,salary,no,stubborn,Management,work,smart worker,no,yes,Information Technology
12,5,3,8,7,no,yes,yes,distro making,database security,yes,no,poor,excellent,hacking,developer,job,Web Services,yes,no,Encyclopedias,Work,yes,stubborn,Technical,salary,hard worker,no,no,Management
5,6,2,9,9,yes,no,yes,r programming,hacking,no,yes,poor,medium,parallel computing,security,job,Cloud Services,no,no,Science fiction,salary,no,stubborn,Technical,salary,smart worker,no,no,Computer Science
4,1,2,4,2,no,no,yes,python,hacking,yes,yes,poor,excellent,programming,security,higherstudies,BPA,no,no,Prayer books,salary,yes,gentle,Management,work,smart worker,no,no,Management
11,1,1,7,2,no,no,yes,shell programming,web technologies,yes,no,excellent,poor,IOT,security,higherstudies,Finance,yes,yes,Childrens,Work,yes,stubborn,Management,work,smart worker,no,no,Database
4,9,5,8,6,no,yes,yes,hadoop,database security,no,yes,excellent,medium,data engineering,security,job,Web Services,no,no,Self help,salary,no,gentle,Management,salary,smart worker,yes,no,Information Technology
8,6,2,9,9,no,yes,yes,shell programming,cloud computing,no,yes,excellent,excellent,data engineering,developer,job,Finance,yes,no,Travel,salary,yes,stubborn,Management,work,smart worker,no,yes,Computer Science
10,3,2,5,9,yes,no,yes,app development,database security,no,no,excellent,poor,IOT,testing,job,BPA,yes,no,Diaries,salary,no,stubborn,Technical,salary,smart worker,no,no,Analytics
11,8,0,7,4,no,yes,yes,full stack,database security,yes,no,excellent,excellent,cloud computing,security,job,Web Services,yes,yes,Fantasy,Work,no,gentle,Technical,work,smart worker,yes,no,Design
5,2,2,7,4,yes,no,yes,full stack,system designing,no,yes,poor,excellent,hacking,system developer,job,product development,no,no,Anthology,Work,yes,gentle,Technical,salary,hard worker,no,yes,Networking
8,4,5,6,1,yes,no,yes,r programming,cloud computing,no,yes,poor,medium,data engineering,testing,job,Product based,yes,yes,Action and Adventure,salary,no,stubborn,Management,work,hard worker,no,no,Computer Science
7,6,1,4,8,no,no,no,app development,database security,no,no,poor,poor,data engineering,testing,higherstudies,Service Based,yes,yes,Childrens,Work,yes,gentle,Technical,salary,smart worker,no,yes,Database
5,8,4,6,4,yes,no,no,python,web technologies,yes,no,poor,medium,programming,security,higherstudies,Sales and Marketing,yes,yes,Science,Work,no,gentle,Management,work,hard worker,yes,no,Networking
4,9,6,1,7,yes,no,yes,shell programming,testing,yes,yes,excellent,medium,hacking,security,higherstudies,Web Services,yes,yes,Action and Adventure,Work,yes,gentle,Technical,salary,smart worker,yes,no,Design
8,7,4,3,4,yes,yes,no,python,data science,no,yes,excellent,excellent,cloud computing,cloud computing,higherstudies,Testing and Maintainance Services,yes,no,Dictionaries,Work,no,stubborn,Technical,salary,smart worker,yes,yes,Management
4,4,6,7,2,no,yes,no,python,game development,yes,yes,poor,poor,Computer Architecture,developer,higherstudies,Sales and Marketing,yes,no,Guide,salary,yes,gentle,Technical,salary,smart worker,no,yes,Analytics
7,3,4,1,9,yes,yes,yes,r programming,database security,yes,no,poor,excellent,data engineering,cloud computing,higherstudies,BPA,no,yes,Action and Adventure,salary,yes,gentle,Management,salary,hard worker,yes,yes,Computer Science
4,4,2,1,5,yes,no,yes,python,cloud computing,no,no,poor,medium,programming,Business process analyst,job,BPA,yes,no,Diaries,Work,yes,stubborn,Technical,work,hard worker,yes,yes,Networking
6,2,2,1,8,no,no,no,distro making,game development,no,yes,poor,poor,IOT,developer,job,SAaS services,no,yes,Autobiographies,Work,yes,gentle,Technical,work,hard worker,yes,yes,Management
10,7,3,8,6,yes,yes,yes,full stack,database security,no,yes,poor,excellent,parallel computing,Business process analyst,higherstudies,Finance,no,no,Journals,salary,yes,stubborn,Technical,salary,smart worker,no,no,Information Technology
9,4,4,3,9,no,no,no,hadoop,game development,no,yes,excellent,poor,networks,Business process analyst,job,Sales and Marketing,yes,yes,Trilogy,salary,yes,stubborn,Technical,salary,smart worker,no,yes,Design
7,7,0,6,1,yes,yes,no,machine learning,web technologies,no,yes,excellent,medium,Management,developer,higherstudies,Testing and Maintainance Services,no,yes,Mystery,Work,yes,stubborn,Technical,work,hard worker,yes,no,Computer Science
9,6,1,4,6,yes,no,yes,distro making,hacking,no,yes,poor,medium,programming,developer,higherstudies,Testing and Maintainance Services,no,no,Guide,Work,yes,stubborn,Technical,work,smart worker,yes,no,Management
5,3,6,4,4,yes,yes,no,app development,game development,yes,yes,excellent,medium,Management,system developer,higherstudies,Testing and Maintainance Services,no,no,Cookbooks,Work,yes,gentle,Management,salary,hard worker,yes,no,Database
6,1,2,6,8,yes,yes,no,distro making,game development,yes,no,medium,poor,IOT,developer,higherstudies,Finance,yes,no,Self help,salary,yes,stubborn,Management,work,hard worker,no,yes,Database
6,6,4,5,7,yes,no,no,full stack,cloud computing,no,no,medium,excellent,Computer Architecture,Business process analyst,job,Testing and Maintainance Services,no,yes,Prayer books,salary,yes,stubborn,Management,salary,smart worker,yes,no,Database
10,7,3,9,6,yes,yes,yes,distro making,game development,no,yes,medium,medium,networks,cloud computing,higherstudies,Product based,no,no,Guide,salary,yes,gentle,Management,salary,hard worker,no,no,Management
10,6,1,3,9,yes,no,no,app development,hacking,yes,yes,medium,excellent,Computer Architecture,testing,higherstudies,Web Services,no,no,History,salary,no,stubborn,Technical,work,hard worker,no,yes,Database
10,3,4,4,6,no,yes,no,distro making,testing,no,yes,excellent,poor,parallel computing,cloud computing,job,product development,yes,no,Guide,salary,yes,stubborn,Management,work,smart worker,yes,yes,Information Technology
8,3,2,1,8,yes,yes,no,r programming,hacking,yes,yes,poor,poor,Computer Scienceing,system developer,higherstudies,Cloud Services,yes,no,Math,Work,no,gentle,Management,work,smart worker,yes,no,Computer Science
12,3,4,1,7,no,yes,yes,information security,data science,yes,no,poor,medium,Computer Architecture,Business process analyst,job,BPA,no,no,Math,salary,yes,gentle,Management,salary,hard worker,no,yes,Computer Science
4,9,1,3,7,yes,no,no,full stack,hacking,no,yes,excellent,medium,data engineering,system developer,job,product development,yes,no,Satire,salary,no,stubborn,Management,work,hard worker,no,yes,Analytics
8,7,1,6,3,no,no,yes,full stack,testing,no,no,medium,poor,parallel computing,developer,higherstudies,SAaS services,no,no,Encyclopedias,Work,yes,stubborn,Management,salary,smart worker,no,yes,Computer Science
7,2,2,2,1,no,no,yes,information security,hacking,yes,yes,medium,poor,cloud computing,developer,higherstudies,product development,yes,no,Travel,salary,no,gentle,Technical,work,smart worker,no,no,Computer Science
7,3,5,9,8,no,no,yes,r programming,testing,yes,no,medium,excellent,Computer Scienceing,Business process analyst,higherstudies,BPA,no,yes,Series,salary,no,gentle,Management,salary,hard worker,yes,no,Information Technology
6,1,0,1,4,yes,yes,yes,r programming,system designing,yes,no,excellent,poor,Management,Business process analyst,higherstudies,Cloud Services,yes,yes,Encyclopedias,salary,no,stubborn,Technical,work,smart worker,yes,no,Analytics
7,3,0,5,3,no,no,yes,shell programming,web technologies,no,yes,excellent,medium,Management,Business process analyst,job,BPA,no,no,Guide,Work,no,stubborn,Management,salary,hard worker,yes,yes,Analytics
8,1,0,3,3,no,yes,no,hadoop,cloud computing,no,yes,poor,medium,programming,cloud computing,job,Finance,no,no,Travel,salary,yes,stubborn,Technical,work,hard worker,yes,yes,Analytics
11,1,1,7,5,no,yes,yes,r programming,testing,no,no,excellent,poor,Computer Architecture,cloud computing,higherstudies,Sales and Marketing,yes,yes,Autobiographies,salary,yes,stubborn,Technical,work,hard worker,no,yes,Management
8,3,2,3,7,yes,no,yes,python,web technologies,yes,yes,medium,medium,IOT,security,higherstudies,BPA,no,no,Dictionaries,salary,no,gentle,Management,work,hard worker,no,yes,Analytics
9,6,5,4,6,no,yes,no,hadoop,game development,no,yes,poor,medium,parallel computing,cloud computing,higherstudies,BPA,no,no,Anthology,salary,yes,gentle,Technical,salary,smart worker,yes,yes,Information Technology
4,5,4,6,5,yes,yes,yes,shell programming,system designing,yes,yes,medium,poor,networks,cloud computing,higherstudies,Service Based,no,yes,Science fiction,salary,yes,gentle,Management,salary,smart worker,no,no,Analytics
12,7,6,9,4,yes,no,yes,python,hacking,no,no,medium,medium,data engineering,system developer,job,SAaS services,no,yes,Health,Work,no,stubborn,Technical,salary,hard worker,yes,no,Database
5,3,6,2,9,no,no,no,r programming,cloud computing,no,no,medium,medium,data engineering,cloud computing,job,product development,yes,no,Series,salary,yes,gentle,Management,work,hard worker,yes,yes,Analytics
6,4,3,5,8,no,yes,yes,app development,cloud computing,yes,yes,poor,excellent,Computer Architecture,Business process analyst,job,Web Services,yes,yes,Guide,salary,no,stubborn,Management,salary,hard worker,yes,no,Analytics
9,4,5,2,9,no,no,yes,full stack,testing,no,no,poor,excellent,hacking,testing,job,Testing and Maintainance Services,no,no,Series,Work,no,stubborn,Technical,salary,hard worker,yes,yes,Networking
11,7,1,4,6,no,yes,no,information security,web technologies,no,no,poor,excellent,data engineering,security,higherstudies,product development,yes,yes,Biographies,salary,yes,stubborn,Technical,salary,smart worker,no,no,Analytics
4,7,3,9,1,yes,yes,no,hadoop,system designing,yes,no,poor,medium,data engineering,cloud computing,higherstudies,Product based,no,no,Self help,Work,yes,stubborn,Management,salary,smart worker,yes,yes,Computer Science
7,5,6,4,9,yes,yes,yes,app development,testing,no,no,medium,medium,parallel computing,developer,higherstudies,Product based,no,no,Satire,salary,yes,gentle,Management,salary,hard worker,yes,yes,Analytics
10,2,3,3,8,yes,yes,yes,full stack,system designing,no,yes,excellent,medium,networks,testing,job,BPA,no,yes,Comics,salary,yes,stubborn,Management,work,smart worker,no,no,Management
4,3,0,6,5,no,no,no,python,hacking,no,yes,medium,excellent,programming,system developer,job,Web Services,no,no,Action and Adventure,salary,yes,gentle,Management,work,smart worker,yes,no,Management
12,6,4,2,3,yes,no,no,python,game development,yes,no,excellent,medium,IOT,system developer,higherstudies,SAaS services,no,yes,Guide,Work,no,stubborn,Technical,salary,smart worker,no,no,Networking
9,7,4,3,1,no,no,yes,distro making,cloud computing,no,no,poor,medium,parallel computing,cloud computing,higherstudies,BPA,no,yes,Autobiographies,Work,yes,gentle,Technical,salary,smart worker,no,no,Information Technology
7,7,5,1,7,yes,no,yes,distro making,database security,yes,no,poor,medium,parallel computing,system developer,job,Web Services,yes,no,Horror,salary,yes,stubborn,Management,work,smart worker,no,yes,Information Technology
12,1,5,3,9,no,yes,yes,machine learning,data science,no,yes,excellent,medium,Management,testing,job,Finance,no,yes,Religion-Spirituality,Work,no,stubborn,Technical,salary,smart worker,no,yes,Analytics
4,2,0,2,2,yes,no,no,app development,testing,no,yes,excellent,excellent,Computer Scienceing,security,job,BPA,yes,no,Dictionaries,salary,no,gentle,Management,work,smart worker,yes,yes,Analytics
7,9,2,3,1,no,yes,no,hadoop,web technologies,yes,no,poor,excellent,Computer Architecture,cloud computing,job,BPA,yes,yes,Prayer books,Work,yes,stubborn,Technical,salary,hard worker,yes,yes,Analytics
12,3,5,4,7,no,yes,no,python,database security,no,no,poor,excellent,Computer Architecture,security,higherstudies,Sales and Marketing,yes,no,Guide,salary,yes,gentle,Technical,salary,smart worker,yes,no,Management
11,4,5,6,2,yes,yes,no,app development,data science,no,no,excellent,poor,Computer Scienceing,testing,job,Testing and Maintainance Services,no,yes,Horror,Work,no,stubborn,Technical,work,smart worker,no,yes,Analytics
12,9,0,8,8,no,yes,no,full stack,hacking,no,no,excellent,excellent,programming,cloud computing,job,Sales and Marketing,no,no,Health,salary,yes,stubborn,Management,salary,smart worker,no,no,Computer Science
7,5,6,5,4,no,yes,yes,hadoop,system designing,no,no,poor,poor,hacking,cloud computing,job,Product based,no,yes,Math,Work,no,gentle,Technical,salary,hard worker,yes,no,Computer Science
9,1,6,2,3,no,yes,no,app development,game development,no,yes,medium,poor,Computer Scienceing,testing,job,Web Services,no,no,Encyclopedias,Work,yes,stubborn,Technical,salary,smart worker,no,yes,Analytics
4,5,0,4,3,no,no,yes,full stack,data science,yes,yes,excellent,excellent,Management,testing,job,BPA,no,no,Diaries,salary,no,gentle,Management,salary,hard worker,no,yes,Analytics
7,3,1,8,7,no,yes,no,hadoop,web technologies,yes,yes,medium,excellent,Computer Architecture,cloud computing,higherstudies,Web Services,yes,no,Anthology,Work,no,gentle,Management,work,hard worker,yes,no,Networking
7,8,6,2,6,yes,no,no,full stack,hacking,yes,yes,excellent,medium,programming,testing,job,Web Services,no,yes,Guide,salary,no,gentle,Management,salary,hard worker,no,yes,Database
11,6,6,8,9,no,no,no,hadoop,data science,no,yes,poor,poor,cloud computing,testing,job,Service Based,no,yes,Romance,salary,no,stubborn,Management,salary,hard worker,yes,yes,Analytics
7,8,0,2,2,yes,yes,no,distro making,database security,yes,no,medium,poor,cloud computing,cloud computing,job,BPA,yes,yes,Satire,salary,yes,gentle,Technical,work,hard worker,yes,no,Information Technology
9,2,1,7,6,no,no,no,python,web technologies,yes,yes,poor,excellent,Computer Scienceing,security,higherstudies,Web Services,no,yes,Self help,salary,yes,gentle,Technical,work,smart worker,yes,yes,Networking
11,2,3,8,2,no,yes,yes,app development,hacking,no,yes,excellent,medium,Computer Architecture,system developer,higherstudies,BPA,no,yes,Drama,salary,no,stubborn,Management,salary,hard worker,yes,no,Computer Science
6,5,2,8,8,no,yes,no,hadoop,game development,no,yes,poor,excellent,Computer Architecture,developer,higherstudies,SAaS services,no,yes,Guide,Work,no,gentle,Management,work,hard worker,no,no,Networking
9,4,4,3,1,no,no,yes,full stack,system designing,yes,yes,poor,medium,IOT,Business process analyst,higherstudies,SAaS services,yes,yes,Anthology,Work,no,gentle,Technical,work,hard worker,yes,yes,Analytics
7,7,2,7,1,yes,no,no,information security,cloud computing,no,no,poor,excellent,Computer Scienceing,testing,higherstudies,Product based,no,yes,Romance,salary,no,gentle,Technical,salary,hard worker,yes,yes,Networking
9,8,0,8,3,no,no,no,information security,data science,no,yes,medium,excellent,hacking,testing,higherstudies,BPA,yes,yes,Guide,Work,yes,gentle,Management,work,hard worker,yes,no,Computer Science
8,2,2,3,1,no,yes,no,app development,system designing,no,no,excellent,excellent,data engineering,cloud computing,job,Cloud Services,yes,no,Self help,Work,yes,stubborn,Management,salary,smart worker,yes,yes,Database
5,8,5,6,6,yes,no,yes,r programming,testing,no,no,excellent,poor,IOT,developer,job,SAaS services,yes,no,Horror,salary,yes,gentle,Technical,salary,hard worker,yes,no,Computer Science
8,5,4,4,8,yes,no,no,r programming,testing,yes,no,poor,medium,programming,system developer,job,Testing and Maintainance Services,no,yes,Poetry,salary,yes,stubborn,Management,work,hard worker,no,no,Information Technology
10,9,4,9,7,yes,no,yes,information security,hacking,no,no,excellent,excellent,networks,developer,job,BPA,yes,no,Guide,Work,no,stubborn,Technical,work,smart worker,no,yes,Analytics
12,5,0,7,1,no,yes,yes,python,hacking,yes,yes,medium,medium,hacking,cloud computing,higherstudies,Product based,yes,no,Romance,Work,no,stubborn,Management,salary,smart worker,yes,no,Computer Science
8,5,3,7,9,no,yes,yes,app development,cloud computing,no,no,medium,poor,Computer Architecture,cloud computing,higherstudies,Testing and Maintainance Services,yes,yes,Drama,Work,no,gentle,Management,salary,hard worker,yes,no,Database
8,3,4,4,5,no,no,yes,python,testing,no,no,medium,medium,Computer Architecture,system developer,job,Testing and Maintainance Services,yes,no,Series,salary,yes,stubborn,Technical,work,smart worker,yes,no,Management
4,9,6,4,8,no,no,yes,shell programming,web technologies,yes,yes,poor,medium,Management,cloud computing,higherstudies,SAaS services,yes,no,Satire,salary,no,gentle,Management,salary,smart worker,no,no,Networking
